timeTick, n_out0, n_out1, n_out2, n_out3, cmd_thrust, gyro_x, gyro_y, gyro_z, n_12, otX0, otY0, otZ0, otRoll0, otPitch0, otYaw0
36624, 0.0, 0.0, 0.0, 0.0, 0.0, -0.07648874819278717, 0.026500489562749863, 0.1268114149570465, 0.0, 0.03582795336842537, 0.05486353114247322, 0.03415175899863243, -0.9742644303127833, 0.29051674298727903, 3.3220983958828554
36634, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24718669056892395, 0.0556555800139904, -0.1655377745628357, 0.0, 0.03596283495426178, 0.054860834032297134, 0.03397354483604431, -0.7189044986952666, -0.13965940934497212, 3.3911662581665385
36644, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10178066790103912, 0.032607100903987885, 0.059236571192741394, 0.0, 0.03587054833769798, 0.05496755614876747, 0.033937253057956696, -0.7677059616359325, -0.20400308290700764, 3.444021565213043
36654, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2189398854970932, 0.033946000039577484, 0.1609259694814682, 0.0, 0.035860005766153336, 0.054973818361759186, 0.0339539609849453, -0.7658511085177552, -0.17118812093556812, 3.4360678535264575
36664, 0.0, 0.0, 0.0, 0.0, 0.0, -0.044742219150066376, -0.26890766620635986, 0.03912423923611641, 0.0, 0.035814929753541946, 0.05481833219528198, 0.03416948765516281, -0.7800474607465683, -0.3693920450407404, 3.428775973964594
36674, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0484316311776638, 0.003892468987032771, 0.008943868800997734, 0.0, 0.03597433865070343, 0.05487802252173424, 0.03396577015519142, -0.7314146097842636, -0.1867876236507584, 3.3823340905541888
36684, 0.0, 0.0, 0.0, 0.0, 0.0, -0.060657426714897156, -0.02690141648054123, 0.08891472220420837, 0.0, 0.03596647083759308, 0.05484936386346817, 0.033962853252887726, -0.7442111962131132, -0.17473430606494844, 3.3926696187465266
36694, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004959735553711653, -0.01007112581282854, -0.2572565972805023, 0.0, 0.03594820946455002, 0.05503128841519356, 0.03410321846604347, -0.5981454589528198, -0.18794963562388034, 3.3708343590317673
36704, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08760233968496323, 0.1294320970773697, -0.2830456793308258, 0.0, 0.03603830561041832, 0.05484645068645477, 0.033880751579999924, -0.8009893587281824, -0.13825028000326256, 3.320995279211467
36714, 0.0, 0.0, 0.0, 0.0, 0.0, -0.22874955832958221, -0.30365514755249023, 0.09161630272865295, 0.0, 0.03597281128168106, 0.05485551059246063, 0.03397997096180916, -0.7338372444225186, -0.1752069411653565, 3.396828244641262
36724, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013474980369210243, -0.1478559374809265, -0.14976711571216583, 0.0, 0.03596428036689758, 0.054843634366989136, 0.03399048000574112, -0.7246514674575869, -0.21007753338417956, 3.4049092619938417
36734, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1354377567768097, 0.21920514106750488, 0.11100846529006958, 0.0, 0.03597913309931755, 0.0548568069934845, 0.03398313745856285, -0.7402045462777452, -0.14967846791458328, 3.3980602296285873
36744, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06359648704528809, 0.01095452532172203, 0.22637046873569489, 0.0, 0.03595761954784393, 0.05486343428492546, 0.03395769000053406, -0.7910981333282635, -0.23356322287980902, 3.384314510602001
36754, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1468024104833603, -0.04943419620394707, -0.1083599254488945, 0.0, 0.035867709666490555, 0.05496647581458092, 0.03394899517297745, -0.790785615800313, -0.19877562362520962, 3.4388028658835084
36764, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03522976115345955, -0.09786590933799744, 0.07638512551784515, 0.0, 0.0359557680785656, 0.054869942367076874, 0.03396081551909447, -0.7574048329433996, -0.14702110416644132, 3.3761231393905295
36774, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08298595249652863, -0.05456000193953514, 0.20306874811649323, 0.0, 0.03595155104994774, 0.05485980212688446, 0.033985961228609085, -0.7192279682791726, -0.16986570151368596, 3.39336117887779
36784, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02637627348303795, -0.02507012151181698, -0.03581788390874863, 0.0, 0.035879697650671005, 0.05498601496219635, 0.0339515246450901, -0.7760781740321011, -0.17176913166974828, 3.4321102256415417
36794, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0059744324535131454, -0.1101016029715538, 0.1090749129652977, 0.0, 0.03597037121653557, 0.0548660084605217, 0.03396787866950035, -0.7294141092065817, -0.17374110384588448, 3.3775167168611646
36804, 0.0, 0.0, 0.0, 0.0, 0.0, -0.09183414280414581, 0.2373255342245102, -0.008508327417075634, 0.0, 0.03597128763794899, 0.054864559322595596, 0.03401464968919754, -0.734154432240034, -0.16942171600584288, 3.392141198011361
36814, 0.0, 0.0, 0.0, 0.0, 0.0, -0.14393821358680725, 0.022739948704838753, -0.1652967929840088, 0.0, 0.03585236519575119, 0.05496770143508911, 0.03397664800286293, -0.7668537404431489, -0.13341758208494525, 3.449178824596929
36824, 0.0, 0.0, 0.0, 0.0, 0.0, -0.08991481363773346, 0.0608147494494915, -0.1350400447845459, 0.0, 0.03595520928502083, 0.05488033965229988, 0.03396740183234215, -0.7472712999134977, -0.18487191696368654, 3.384829111780821
36834, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09697355329990387, -0.029029589146375656, 0.013461140915751457, 0.0, 0.03572732210159302, 0.05493578687310219, 0.03411285951733589, -0.81250644105989, -0.38208083075468835, 3.4660649039167675
36844, 0.0, 0.0, 0.0, 0.0, 0.0, -0.023010654374957085, -0.07382694631814957, 0.03076343983411789, 0.0, 0.035955045372247696, 0.054869748651981354, 0.03395742177963257, -0.7495695465601693, -0.1842333204877491, 3.3972219934308177
36854, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04989209398627281, 0.051230210810899734, -0.07605018466711044, 0.0, 0.035864632576704025, 0.054983172565698624, 0.03398099169135094, -0.7554038399107513, -0.19431082081680984, 3.4564828876870095
36864, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1192774698138237, -0.022402403876185417, -0.14755110442638397, 0.0, 0.035883788019418716, 0.05497470498085022, 0.03394078463315964, -0.7765256754649973, -0.17027636628159826, 3.436019930770402
36874, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024667421355843544, 0.03812681511044502, 0.047426722943782806, 0.0, 0.035974375903606415, 0.05485299974679947, 0.0339646078646183, -0.74034520189404, -0.192852944766571, 3.38928919066683
36884, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11293047666549683, 0.11475352197885513, -0.11118031293153763, 0.0, 0.03596767783164978, 0.0548919178545475, 0.0339500829577446, -0.7721684359042017, -0.20837794582459424, 3.390400405368881
36894, 0.0, 0.0, 0.0, 0.0, 0.0, -0.07925772666931152, -0.2067805528640747, 0.1452045440673828, 0.0, 0.03596071898937225, 0.0548635870218277, 0.033956628292798996, -0.7500636361866105, -0.16151004957501414, 3.3910283500443055
36904, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06424269080162048, -0.17599564790725708, 0.032556965947151184, 0.0, 0.03594037517905235, 0.054870929569005966, 0.033971164375543594, -0.755453143603385, -0.15781532709976887, 3.398469639801283
36914, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06782226264476776, 0.18022067844867706, 0.0272385086864233, 0.0, 0.03606120124459267, 0.05470224469900131, 0.0341729000210762, -0.9742984348174646, 0.21673127992838204, 3.3572845563895672
36924, 0.0, 0.0, 0.0, 0.0, 0.0, -0.010773750953376293, -0.07429774850606918, -0.1329786777496338, 0.0, 0.03595016896724701, 0.054840315133333206, 0.034171830862760544, -0.9470042131528157, 0.23537292560354217, 3.3997058055557936
36934, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0048260134644806385, -0.05047566443681717, -0.017178714275360107, 0.0, 0.035870034247636795, 0.05498318374156952, 0.033944763243198395, -0.7991084994667493, -0.20954343710181433, 3.4453641246485063
36944, 0.0, 0.0, 0.0, 0.0, 0.0, -0.11695975065231323, 0.06859960407018661, 0.14481724798679352, 0.0, 0.035862043499946594, 0.054979681968688965, 0.03394957631826401, -0.7673828308195931, -0.17292267276624784, 3.4413839924239413
36954, 0.0, 0.0, 0.0, 0.0, 0.0, -0.19393345713615417, -0.20253153145313263, -0.0032093978952616453, 0.0, 0.03595733270049095, 0.05486363545060158, 0.033981990069150925, -0.7482794828861946, -0.17520208935502524, 3.373209247840651
36964, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17398983240127563, 0.3009207248687744, -0.19688864052295685, 0.0, 0.03586781397461891, 0.054972510784864426, 0.03396151587367058, -0.7758793326142742, -0.19441038743659078, 3.430990375497131
36974, 0.0, 0.0, 0.0, 0.0, 0.0, -0.030708542093634605, 0.025418175384402275, 0.001901268376968801, 0.0, 0.03596169874072075, 0.05485329031944275, 0.03394530341029167, -0.7363144755601098, -0.17252944918618596, 3.390967902142881
36984, 0.0, 0.0, 0.0, 0.0, 0.0, 0.037561867386102676, 0.09174316376447678, 0.044716253876686096, 0.0, 0.03585578501224518, 0.054978638887405396, 0.0339420884847641, -0.7761392421915035, -0.16238147502019729, 3.4473898607227214
36994, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09349256008863449, -0.2085299789905548, 0.14977508783340454, 0.0, 0.036000318825244904, 0.05491224303841591, 0.03393665701150894, -0.7716132243449261, -0.19138021331977484, 3.354788696348966
37004, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04149526730179787, 0.08605998754501343, -0.1372460573911667, 0.0, 0.03596377745270729, 0.054867565631866455, 0.03395823761820793, -0.7651221775531091, -0.18699966758430264, 3.3950096159252565
37014, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04235195368528366, -0.259290486574173, 0.16285079717636108, 0.0, 0.03587570786476135, 0.05498933792114258, 0.0339515395462513, -0.7689744072194746, -0.1942187800395061, 3.4414550008724385
37024, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26660844683647156, -0.063545361161232, -0.01783108338713646, 0.0, 0.035872213542461395, 0.05498046800494194, 0.033936161547899246, -0.7842131416655929, -0.17842937846805285, 3.4411155993133193
37034, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04749251529574394, 0.10510247200727463, 0.0021101590245962143, 0.0, 0.035872895270586014, 0.05498173087835312, 0.03391142934560776, -0.7734628923463265, -0.18627152987207296, 3.442199608047269
37044, 0.0, 0.0, 0.0, 0.0, 0.0, -0.12545765936374664, 0.31409773230552673, -0.022847792133688927, 0.0, 0.03596479073166847, 0.05487857013940811, 0.033960603177547455, -0.7289312519733779, -0.1967519581480417, 3.386187972507409
37054, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14259953796863556, -0.10787958651781082, 0.14710217714309692, 0.0, 0.03585526719689369, 0.05498693510890007, 0.03395254164934158, -0.7710144571370213, -0.14720996961736432, 3.4440349618973833
37064, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009318593889474869, -0.08952539414167404, 0.014398259110748768, 0.0, 0.03595399484038353, 0.05486416444182396, 0.03397786244750023, -0.7271608830211387, -0.16135229102607695, 3.3928979216392956
37074, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0927523598074913, 0.1427679806947708, 0.009860718622803688, 0.0, 0.03586356341838837, 0.0549897775053978, 0.03395254909992218, -0.7897073826759007, -0.17079987004771624, 3.4400020387021217
37084, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07744093984365463, 0.2346297800540924, 0.05939674749970436, 0.0, 0.03589008376002312, 0.05497041344642639, 0.03399180620908737, -0.7429167100372469, -0.1685637342869768, 3.4477835539371964
37094, 0.0, 0.0, 0.0, 0.0, 0.0, -0.13927270472049713, -0.14400418102741241, 0.18275785446166992, 0.0, 0.03588004782795906, 0.05496454983949661, 0.03397870436310768, -0.7466607487252689, -0.16438089637395592, 3.4399305549106813
37104, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11551900207996368, 0.333272248506546, -0.011545388959348202, 0.0, 0.035944659262895584, 0.054886698722839355, 0.033990278840065, -0.7739239433404574, -0.17314763382191245, 3.391567422641291
37114, 0.0, 0.0, 0.0, 0.0, 0.0, 0.053236205130815506, -0.07789302617311478, 0.23210512101650238, 0.0, 0.03585774451494217, 0.05499066784977913, 0.03397894650697708, -0.8002283155382285, -0.16772161864233226, 3.441296704715143
37124, 0.0, 0.0, 0.0, 0.0, 0.0, -0.13032911717891693, 0.004816733300685883, 0.028256408870220184, 0.0, 0.03589209169149399, 0.054962124675512314, 0.033968351781368256, -0.751932444573977, -0.15760138096848664, 3.426316587223836
37134, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14353226125240326, 0.1407952457666397, -0.16380652785301208, 0.0, 0.03598158806562424, 0.05486470088362694, 0.033931098878383636, -0.7554379002807419, -0.16572272451085723, 3.3734172795739843
37144, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21639995276927948, 0.023738278076052666, 0.12340313196182251, 0.0, 0.03596477210521698, 0.05487041175365448, 0.03395303338766098, -0.78530884093457, -0.20065469700548988, 3.3858120696482588
37154, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04994649812579155, 0.034390103071928024, 0.14127540588378906, 0.0, 0.03589446097612381, 0.05497431755065918, 0.0339491069316864, -0.7834079517372642, -0.1618644822766271, 3.444505319207302
37164, 0.0, 0.0, 0.0, 0.0, 0.0, -0.17362290620803833, 0.09974351525306702, -0.038754165172576904, 0.0, 0.035953082144260406, 0.054860763251781464, 0.0339396595954895, -0.7074862683974784, -0.1415614645363803, 3.410491211060567
37174, 0.0, 0.0, 0.0, 0.0, 0.0, -0.014323974959552288, -0.0894288644194603, -0.1223742663860321, 0.0, 0.03587103635072708, 0.05499529838562012, 0.03393536061048508, -0.786614792141173, -0.1745955172531808, 3.4339777517495804
37184, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0274431724101305, -0.14435450732707977, 0.08274093270301819, 0.0, 0.03594847768545151, 0.054881252348423004, 0.033962927758693695, -0.7303452477247395, -0.1912844943044547, 3.3828896669886808
37194, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07369977235794067, -0.009931175038218498, 0.20906515419483185, 0.0, 0.03588668629527092, 0.054986804723739624, 0.03395417332649231, -0.768189165354345, -0.17312600020238733, 3.442034694910964
37204, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01013661827892065, 0.03653271868824959, 0.1577901393175125, 0.0, 0.03587464243173599, 0.05495504289865494, 0.03398691862821579, -0.7812659734856722, -0.2022139509073213, 3.4355501827610864
37214, 0.0, 0.0, 0.0, 0.0, 0.0, -0.05704830214381218, 0.025465231388807297, 0.10069327801465988, 0.0, 0.0359833650290966, 0.05486242473125458, 0.03397565335035324, -0.73513416575015, -0.18017694386355743, 3.3904995194777294
37224, 0.0, 0.0, 0.0, 0.0, 0.0, -0.24919100105762482, -0.04442983493208885, -0.0058898357674479485, 0.0, 0.035968851298093796, 0.05485467240214348, 0.03395453095436096, -0.7489180973085376, -0.1574230830202339, 3.387029291879734
37234, 0.0, 0.0, 0.0, 0.0, 0.0, -0.05097286030650139, -0.04433943331241608, -0.14819808304309845, 0.0, 0.03586377203464508, 0.05497267097234726, 0.033950746059417725, -0.7882027910162057, -0.19228814102288538, 3.437217928369072
37244, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05451222509145737, -0.02411636710166931, 0.11761517822742462, 0.0, 0.03596310317516327, 0.05502566695213318, 0.03410070016980171, -0.5662251978720936, -0.21237909237413533, 3.363230941451954
37254, 0.0, 0.0, 0.0, 0.0, 0.0, -0.21707861125469208, -0.038555655628442764, -0.23422448337078094, 0.0, 0.03586485981941223, 0.054982028901576996, 0.03395726904273033, -0.7779529068071893, -0.1453977797312973, 3.452157173864917
37264, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03282074257731438, 0.2289581298828125, -0.05213185027241707, 0.0, 0.035869479179382324, 0.05497288703918457, 0.033968206495046616, -0.7549604679115048, -0.1617222971764818, 3.453667665782295
37274, 0.0, 0.0, 0.0, 0.0, 0.0, -0.14514438807964325, 0.07369648665189743, -0.21211405098438263, 0.0, 0.03591276332736015, 0.05491724610328674, 0.033950865268707275, -0.7626764673728567, -0.18496606980485808, 3.4046116119188086
37284, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1301308423280716, -0.054553356021642685, -0.12037014216184616, 0.0, 0.035974886268377304, 0.054852455854415894, 0.033971868455410004, -0.7226278407722343, -0.17900454965325707, 3.3873298305274817
37294, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06884752213954926, 0.20161712169647217, 0.057127442210912704, 0.0, 0.035947706550359726, 0.054854944348335266, 0.03396524116396904, -0.7504564683441498, -0.21422403551238745, 3.3788248551167595
37304, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11659472435712814, 0.008854597806930542, 0.07064773142337799, 0.0, 0.035874608904123306, 0.054971255362033844, 0.0339839868247509, -0.771163988946232, -0.14942931071570342, 3.4423627451533063
37314, 0.0, 0.0, 0.0, 0.0, 0.0, -0.017771312966942787, 0.13146807253360748, 0.22477145493030548, 0.0, 0.036015287041664124, 0.054878752678632736, 0.03396657109260559, -0.7603217915245409, -0.16499767518786257, 3.3388802600926155
37324, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02896418236196041, -0.14824946224689484, 0.113848976790905, 0.0, 0.035877909511327744, 0.054962802678346634, 0.033952634781599045, -0.8023723289509129, -0.1969927082638776, 3.4393990117615085
37334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0459289625287056, 0.03440401330590248, -0.015278401784598827, 0.0, 0.03586411476135254, 0.054968953132629395, 0.03391899913549423, -0.776775258576482, -0.18043392464051067, 3.444458851004313
37344, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04578493535518646, 0.19510197639465332, -0.06684643030166626, 0.0, 0.03588307648897171, 0.05497489124536514, 0.03396076336503029, -0.7796826781473936, -0.19079912706524738, 3.4384237251951424
37354, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2313554584980011, 0.12368407845497131, -0.07249559462070465, 0.0, 0.03588081896305084, 0.054971132427453995, 0.033981803804636, -0.7740032840780641, -0.1977984771469039, 3.441629746665038
37364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02965572476387024, 0.13297206163406372, -0.02449273318052292, 0.0, 0.03587542474269867, 0.05497284606099129, 0.033966001123189926, -0.7574563098700683, -0.16685371973076712, 3.444914022663655
37374, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1441095471382141, -0.1392141580581665, -0.15555618703365326, 0.0, 0.03588394820690155, 0.054965175688266754, 0.03393038362264633, -0.772144767231244, -0.15350154240385905, 3.431565713474218
37384, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015153900720179081, 0.06213681772351265, -0.08076804876327515, 0.0, 0.035889968276023865, 0.054890990257263184, 0.034075502306222916, -0.899337366983406, 0.07615630770723669, 3.407967292407844
37394, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04322214052081108, 0.0073594278655946255, 0.08790149539709091, 0.0, 0.03588821738958359, 0.0549730584025383, 0.03393419459462166, -0.7702111045597431, -0.17856724212049357, 3.443913123247216
37404, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18048697710037231, 0.06230917572975159, 0.2003353089094162, 0.0, 0.03586650267243385, 0.0549824982881546, 0.03394434601068497, -0.7808065264255806, -0.17118293498083403, 3.45258904047293
37414, 0.0, 0.0, 0.0, 0.0, 0.0, -0.01767633855342865, 0.017453758046030998, 0.10410889983177185, 0.0, 0.03587694838643074, 0.05497904494404793, 0.03395361453294754, -0.7521944448812177, -0.19345767528352553, 3.4420244081766342
37424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08356968313455582, -0.23966659605503082, -0.05046434700489044, 0.0, 0.03587449714541435, 0.054958850145339966, 0.03395117074251175, -0.7747049191635863, -0.18330422805001945, 3.4414764531780278
37434, 0.0, 0.0, 0.0, 0.0, 0.0, -0.15536591410636902, -0.04720528423786163, -0.10583265870809555, 0.0, 0.03598484396934509, 0.054865337908267975, 0.03397766873240471, -0.7609603398391259, -0.17167423903688928, 3.39517463909616
37444, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06624066829681396, -0.040920279920101166, 0.060503095388412476, 0.0, 0.03600141033530235, 0.0548865906894207, 0.03393460810184479, -0.7740078812110889, -0.19826904391638323, 3.3479526213382096
37454, 0.0, 0.0, 0.0, 0.0, 0.0, -0.05083288997411728, 0.12901581823825836, -0.11460745334625244, 0.0, 0.03586822748184204, 0.054982226341962814, 0.03395191207528114, -0.7550171151458278, -0.14726696950350515, 3.4519739356663086
37464, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026370488107204437, -0.02074897661805153, 0.025346895679831505, 0.0, 0.03587930276989937, 0.05499427020549774, 0.033945560455322266, -0.7946566848818093, -0.1359495220236795, 3.4541821841248166
37474, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1169428601861, 0.11479576677083969, -0.10395394265651703, 0.0, 0.03587596118450165, 0.054957807064056396, 0.0339401550590992, -0.7562025347589395, -0.20667864251683454, 3.440392830841255
37484, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09961584210395813, -0.10049004852771759, 0.16065889596939087, 0.0, 0.035977207124233246, 0.05486692860722542, 0.03393791243433952, -0.7614650185263261, -0.19176699050183288, 3.3793705263762286
37494, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008205384016036987, -0.046063125133514404, -0.17737284302711487, 0.0, 0.036004688590765, 0.05488438531756401, 0.033964790403842926, -0.7350751856736345, -0.16105174576028958, 3.3390911989742813
37504, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03218087553977966, 0.008799789473414421, 0.009781579487025738, 0.0, 0.0358627587556839, 0.05496355518698692, 0.03392285108566284, -0.766015389031282, -0.18472434799804205, 3.45236698075483
37514, 0.0, 0.0, 0.0, 0.0, 0.0, -0.007954289205372334, -0.0664752796292305, 0.07289248704910278, 0.0, 0.03597036376595497, 0.05487228184938431, 0.03393443301320076, -0.7699252084682342, -0.17141083395245005, 3.3873711759182723
37524, 0.0, 0.0, 0.0, 0.0, 0.0, -0.18047328293323517, -0.15563759207725525, 0.01350620947778225, 0.0, 0.03597375750541687, 0.05484921112656593, 0.033965591341257095, -0.760332642227098, -0.19629403639305565, 3.3999245490145125
37534, 0.0, 0.0, 0.0, 0.0, 0.0, -0.15110471844673157, 0.32384347915649414, 0.045911308377981186, 0.0, 0.03597242012619972, 0.054862476885318756, 0.03394995629787445, -0.7436023154372249, -0.1967668304131962, 3.3945683044055777
37544, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015054869465529919, -0.22867752611637115, -0.049386560916900635, 0.0, 0.035938479006290436, 0.05486714839935303, 0.03392443060874939, -0.7456935770256218, -0.20732911452327585, 3.3927819057651645
37554, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10746472328901291, -0.07358106225728989, 0.022125912830233574, 0.0, 0.03600101172924042, 0.054916057735681534, 0.03395580127835274, -0.7444932669995863, -0.12972962148529632, 3.348789618912883
37564, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01603679358959198, 0.14429223537445068, -0.09932584315538406, 0.0, 0.03586476668715477, 0.05498313158750534, 0.03394164890050888, -0.7474290722755779, -0.1493318918320483, 3.4373482692067987
37574, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04850245639681816, -0.2620430290699005, -0.027417559176683426, 0.0, 0.03587231785058975, 0.05497048422694206, 0.03391098231077194, -0.765539518725704, -0.13377081959916381, 3.4295914529067746
