otX0,otY0,otZ0,vx0,vy0,vz0,otRoll0,otPitch0,otYaw0,p0,q0,r0,T0,time
-1.4588329792022705,-1.5136815309524536,-1.1824547052383423,0.6437264084815979,-0.2593258321285248,-0.41574016213417053,0.15749940276145935,-0.06997224688529968,-1.2907543182373047,0.1820068657398224,0.005061326548457146,0.06527498364448547,0.9399247169494629,26.0
-1.4523956775665283,-1.5162748098373413,-1.1866121292114258,0.6592868566513062,-0.26102906465530396,-0.4216196537017822,0.15927372872829437,-0.07002464681863785,-1.29010009765625,0.16113822162151337,-0.013944661244750023,0.06594846397638321,0.9505485892295837,27.0
-1.4458028078079224,-1.5188851356506348,-1.1908283233642578,0.6749972105026245,-0.2626734673976898,-0.4276264011859894,0.1608409881591797,-0.07026692479848862,-1.2894694805145264,0.16463075578212738,-0.02391321398317814,0.06712502241134644,0.9592936635017395,28.0
-1.4390528202056885,-1.5215119123458862,-1.1951045989990234,0.6908373832702637,-0.2642843723297119,-0.43373680114746094,0.1624433547258377,-0.07061047106981277,-1.2888436317443848,0.14734786748886108,-0.038527145981788635,0.06112220883369446,0.966492235660553,29.0
-1.4321444034576416,-1.524154782295227,-1.199441909790039,0.7068102359771729,-0.26587042212486267,-0.43992868065834045,0.16387857496738434,-0.07108952105045319,-1.2883014678955078,0.15728873014450073,-0.06810586154460907,0.06110005080699921,0.9724178314208984,30.0
-1.4250762462615967,-1.5268135070800781,-1.203841209411621,0.7228992581367493,-0.26745155453681946,-0.44618651270866394,0.16541644930839539,-0.0718611404299736,-1.2878085374832153,0.16846787929534912,-0.07036317139863968,0.06048446148633957,0.9772955179214478,31.0
-1.4178472757339478,-1.52948796749115,-1.2083030939102173,0.7391210198402405,-0.2690548300743103,-0.4524926543235779,0.1670665293931961,-0.07265476137399673,-1.2873265743255615,0.15064078569412231,-0.08942104876041412,0.059533484280109406,0.9813106656074524,32.0
-1.4104560613632202,-1.532178521156311,-1.2128280401229858,0.7554853558540344,-0.27067872881889343,-0.4588335156440735,0.16854102909564972,-0.0736355185508728,-1.2868870496749878,0.15494391322135925,-0.11076999455690384,0.06104864552617073,0.9846157431602478,33.0
-1.4029011726379395,-1.534885287284851,-1.2174164056777954,0.7719778418540955,-0.2723481059074402,-0.46520093083381653,0.17005978524684906,-0.07482992857694626,-1.2864699363708496,0.13706372678279877,-0.11731813848018646,0.056261979043483734,0.9873363375663757,34.0
-1.39518141746521,-1.5376087427139282,-1.222068428993225,0.7886077165603638,-0.27408334612846375,-0.47158488631248474,0.17140373587608337,-0.07608140259981155,-1.2861130237579346,0.15353651344776154,-0.11922754347324371,0.05681440979242325,0.9895758032798767,35.0
-1.3872953653335571,-1.5403496026992798,-1.2267842292785645,0.8053571581840515,-0.2758964002132416,-0.4779811501502991,0.17291192710399628,-0.0773531123995781,-1.2857555150985718,0.16569775342941284,-0.0689045637845993,0.06170201301574707,0.9206716418266296,36.0
-1.3792418241500854,-1.543108582496643,-1.2315640449523926,0.8220611810684204,-0.27775973081588745,-0.4834272265434265,0.1745309829711914,-0.07813803851604462,-1.2852647304534912,0.17467594146728516,-0.045039236545562744,0.06233380362391472,0.9347002506256104,37.0
-1.3710212707519531,-1.5458861589431763,-1.2363983392715454,0.8389277458190918,-0.2796452045440674,-0.4890434145927429,0.17623579502105713,-0.0786898285150528,-1.2847274541854858,0.18064098060131073,-0.0701664462685585,0.05716196075081825,0.9462479948997498,38.0
-1.3626320362091064,-1.5486825704574585,-1.2412887811660767,0.8559525012969971,-0.28152456879615784,-0.4947962760925293,0.17800752818584442,-0.079480841755867,-1.284286379814148,0.1857079714536667,-0.0630311593413353,0.0618356429040432,0.9557536244392395,39.0
-1.3540725708007812,-1.5514978170394897,-1.246236801147461,0.8731440305709839,-0.28342103958129883,-0.5006554126739502,0.17982502281665802,-0.08021068572998047,-1.2837878465652466,0.18944872915744781,-0.09001526981592178,0.05588042363524437,0.9635782837867737,40.0
-1.3453410863876343,-1.5543320178985596,-1.2512433528900146,0.8905009031295776,-0.28532499074935913,-0.5065976977348328,0.18168826401233673,-0.08119627088308334,-1.2833977937698364,0.192210391163826,-0.10954631119966507,0.05541153997182846,0.9700191617012024,41.0
-1.3364360332489014,-1.5571852922439575,-1.2563092708587646,0.9080314636230469,-0.287262499332428,-0.5126017332077026,0.1835821270942688,-0.08237382769584656,-1.2830495834350586,0.194249227643013,-0.09974240511655807,0.06031176447868347,0.9753210544586182,42.0
-1.3273557424545288,-1.5600578784942627,-1.2614352703094482,0.9257413744926453,-0.28925228118896484,-0.5186501741409302,0.1854906976222992,-0.0834645926952362,-1.2826372385025024,0.1887311041355133,-0.09109513461589813,0.05842050537467003,0.9796853065490723,43.0
-1.3180983066558838,-1.5629503726959229,-1.2666218280792236,0.9436269402503967,-0.29128313064575195,-0.5247305631637573,0.187344029545784,-0.08446766436100006,-1.2822296619415283,0.15918780863285065,-0.09923867136240005,0.05249601602554321,0.9832777976989746,44.0
-1.3086620569229126,-1.5658632516860962,-1.27186918258667,0.9616774320602417,-0.29334738850593567,-0.530833899974823,0.18890789151191711,-0.08554045855998993,-1.2818975448608398,0.16986989974975586,-0.09830380231142044,0.054447829723358154,0.9862349629402161,45.0
-1.2990453243255615,-1.5687967538833618,-1.2771775722503662,0.9798629879951477,-0.29546254873275757,-0.5369560122489929,0.19057656824588776,-0.08660825341939926,-1.2815461158752441,0.15609216690063477,-0.09905565530061722,0.05259134992957115,0.988669216632843,46.0
-1.289246678352356,-1.571751356124878,-1.282547116279602,0.9981926679611206,-0.297623872756958,-0.5430880188941956,0.19210894405841827,-0.08768049627542496,-1.2812161445617676,0.16189594566822052,-0.0975968986749649,0.05259908735752106,0.9906730055809021,47.0
-1.2792648077011108,-1.5747275352478027,-1.2879780530929565,1.0166510343551636,-0.2998362183570862,-0.5492264032363892,0.19369889795780182,-0.08873894065618515,-1.280884861946106,0.16129198670387268,-0.0760534331202507,0.052485812455415726,0.9923223853111267,48.0
-1.2690982818603516,-1.577725887298584,-1.2934702634811401,1.0352423191070557,-0.302095890045166,-0.5553653836250305,0.19527901709079742,-0.0895862802863121,-1.2805147171020508,0.17142333090305328,-0.019061606377363205,0.04778522998094559,0.9936801195144653,49.0
-1.2587459087371826,-1.5807468891143799,-1.2990238666534424,1.0539580583572388,-0.30438047647476196,-0.5615027546882629,0.19695445895195007,-0.08986599743366241,-1.2800811529159546,0.15833552181720734,-0.014413448981940746,0.045651912689208984,0.9947977662086487,50.0
-1.248206377029419,-1.58379065990448,-1.3046388626098633,1.0727897882461548,-0.30662739276885986,-0.5676380395889282,0.19850000739097595,-0.09009668231010437,-1.2796599864959717,0.1592731773853302,-0.011137435212731361,0.048767540603876114,0.9957177639007568,51.0
-1.237478494644165,-1.5868569612503052,-1.3103152513504028,1.0917216539382935,-0.30883604288101196,-0.5737712979316711,0.20005153119564056,-0.09030203521251678,-1.2792019844055176,0.12496837973594666,-4.110857844352722e-05,0.047196947038173676,0.9964750409126282,52.0
-1.2265613079071045,-1.5899453163146973,-1.3160529136657715,1.1107529401779175,-0.3110027313232422,-0.5799003839492798,0.20125934481620789,-0.0903962254524231,-1.2787376642227173,0.13858290016651154,0.007055849302560091,0.047365542501211166,0.9970983862876892,53.0
-1.2154537439346313,-1.5930553674697876,-1.3218519687652588,1.1298441886901855,-0.3131271302700043,-0.5860306620597839,0.2026018351316452,-0.09042177349328995,-1.2782574892044067,0.11153916269540787,-0.0022084233351051807,0.04154052585363388,0.9976115226745605,54.0
-1.2041553258895874,-1.596186637878418,-1.3277122974395752,1.149006724357605,-0.3151974678039551,-0.5921587347984314,0.20368073880672455,-0.0905269905924797,-1.2778533697128296,0.11150740087032318,-0.015228517353534698,0.039028462022542953,0.9605870246887207,55.0
-1.1926652193069458,-1.5993386507034302,-1.3336338996887207,1.1681023836135864,-0.31721872091293335,-0.5977860689163208,0.20476391911506653,-0.09075507521629333,-1.2775005102157593,0.11212028563022614,-0.0022183051332831383,0.033278465270996094,0.967556893825531,56.0
-1.1809841394424438,-1.6025108098983765,-1.3396117687225342,1.1872671842575073,-0.3192204535007477,-0.6035010814666748,0.20585587620735168,-0.09084445983171463,-1.2771778106689453,0.11387695372104645,-0.008715011179447174,0.029460478574037552,0.973294198513031,57.0
-1.1691114902496338,-1.6057029962539673,-1.3456467390060425,1.206493854522705,-0.3211885094642639,-0.609288215637207,0.2069699913263321,-0.09098999202251434,-1.276906132698059,0.09668208658695221,-0.0033275349996984005,0.023796573281288147,0.9780169129371643,58.0
-1.1570465564727783,-1.608914852142334,-1.3517396450042725,1.2257832288742065,-0.32312873005867004,-0.6151330471038818,0.20791618525981903,-0.09107145667076111,-1.2766791582107544,0.05474706366658211,-0.008680952712893486,0.022829389199614525,0.9442219138145447,59.0
-1.1447887420654297,-1.6121461391448975,-1.3578909635543823,1.2449978590011597,-0.3250277638435364,-0.6205237507820129,0.20844489336013794,-0.09120351821184158,-1.276472806930542,0.046747904270887375,0.029946064576506615,0.017311030998826027,0.9540858268737793,60.0
-1.1323387622833252,-1.6153963804244995,-1.3640961647033691,1.2642300128936768,-0.3269202411174774,-0.6260520815849304,0.20889121294021606,-0.09094636142253876,-1.2762404680252075,0.03694498538970947,0.051440559327602386,0.012204127386212349,0.9622054100036621,61.0
-1.1196964979171753,-1.6186655759811401,-1.3703566789627075,1.2834539413452148,-0.32876822352409363,-0.6316992044448853,0.20924004912376404,-0.09046844393014908,-1.2760134935379028,0.04173685982823372,0.0833013579249382,0.011064115911722183,0.968889057636261,62.0
-1.10686194896698,-1.6219532489776611,-1.376673698425293,1.3026485443115234,-0.33055219054222107,-0.637449324131012,0.20963190495967865,-0.08967658132314682,-1.275731086730957,0.033565718680620193,0.10588039457798004,0.007507016882300377,0.9743908047676086,63.0
-1.093835473060608,-1.6252588033676147,-1.383048176765442,1.3218051195144653,-0.33223721385002136,-0.6432881951332092,0.20994114875793457,-0.08865658193826675,-1.2754361629486084,0.013895748183131218,0.07440675050020218,0.0020406492985785007,0.9789195656776428,64.0
-1.0806174278259277,-1.628581166267395,-1.3894810676574707,1.3409051895141602,-0.33380237221717834,-0.6492058038711548,0.21006454527378082,-0.08793310821056366,-1.2752604484558105,0.03441927209496498,0.09684096276760101,-0.003376531880348921,0.9826474785804749,65.0
-1.0672084093093872,-1.6319191455841064,-1.3959730863571167,1.3599363565444946,-0.3352867662906647,-0.6551926136016846,0.21039384603500366,-0.08697894215583801,-1.2750909328460693,0.006666269153356552,0.09540535509586334,-0.0031157389748841524,0.8889609575271606,66.0
-1.053609013557434,-1.6352720260620117,-1.4025250673294067,1.3786123991012573,-0.3366330862045288,-0.6599428653717041,0.21044579148292542,-0.08603941649198532,-1.2749215364456177,0.011335860937833786,0.07275338470935822,-0.002534832339733839,0.7236147522926331,67.0
-1.0398229360580444,-1.6386383771896362,-1.409124493598938,1.3966851234436035,-0.33783552050590515,-0.6625023484230042,0.21054817736148834,-0.08532264083623886,-1.2747938632965088,0.017290761694312096,0.1062932014465332,-0.007910843938589096,0.7724913358688354,68.0
-1.0258561372756958,-1.6420167684555054,-1.4157495498657227,1.4148269891738892,-0.33897456526756287,-0.6657349467277527,0.21070870757102966,-0.08426664769649506,-1.2746485471725464,0.028554439544677734,0.10961511731147766,-0.012808989733457565,0.7054415345191956,69.0
-1.0117079019546509,-1.6454064846038818,-1.4224069118499756,1.432676911354065,-0.3399851620197296,-0.6680903434753418,0.210985466837883,-0.08316794782876968,-1.2745441198349,-0.020240020006895065,0.09461677074432373,-0.016860218718647957,0.5198442935943604,70.0
-0.9973811507225037,-1.6488063335418701,-1.42908775806427,1.4498807191848755,-0.3408357501029968,-0.6679800152778625,0.2107802927494049,-0.08220744878053665,-1.2745107412338257,-0.005552753806114197,0.09741050750017166,-0.022107329219579697,0.3701161742210388,71.0
-0.9828823208808899,-1.6522146463394165,-1.4357675313949585,1.4665071964263916,-0.34156930446624756,-0.6658908128738403,0.2107257843017578,-0.08120864629745483,-1.274523138999939,-0.03988959267735481,0.1252942979335785,-0.02730722539126873,0.2754383981227875,72.0
-0.9682172536849976,-1.655630350112915,-1.4424264430999756,1.4827402830123901,-0.3421936333179474,-0.6625566482543945,0.21032729744911194,-0.07992629706859589,-1.2745281457901,-0.04090869054198265,0.14559927582740784,-0.03246033191680908,0.13850031793117523,73.0
-0.9533898234367371,-1.6590522527694702,-1.4490519762039185,1.498412013053894,-0.3426875174045563,-0.6574182510375977,0.2099192887544632,-0.07843461632728577,-1.2745416164398193,-0.03255964815616608,0.1603853702545166,-0.03756707161664963,0.11676935106515884,74.0
-0.9384056925773621,-1.6624791622161865,-1.455626130104065,1.5138697624206543,-0.3430567681789398,-0.6520184874534607,0.20959630608558655,-0.07678768783807755,-1.274574875831604,-0.06631036102771759,0.17115260660648346,-0.04257991164922714,-0.07749705761671066,75.0
-0.9232670068740845,-1.665909767150879,-1.462146282196045,1.5285943746566772,-0.3432602286338806,-0.6440452933311462,0.2089378535747528,-0.07502502202987671,-1.2746354341506958,-0.08357949554920197,0.1761610209941864,-0.04759559407830238,-0.22312834858894348,76.0
-0.9079810380935669,-1.6693423986434937,-1.4685866832733154,1.5427049398422241,-0.3433122932910919,-0.6341540813446045,0.20810958743095398,-0.07320299744606018,-1.274735927581787,-0.09426409751176834,0.18152301013469696,-0.05256614834070206,-0.23199014365673065,77.0
-0.892553985118866,-1.6727755069732666,-1.4749282598495483,1.55660080909729,-0.3432348072528839,-0.6241786479949951,0.20717716217041016,-0.07131832838058472,-1.274875521659851,-0.10455262660980225,0.18654504418373108,-0.05728711187839508,-0.32598862051963806,78.0
-0.8769879937171936,-1.6762079000473022,-1.4811700582504272,1.5700184106826782,-0.34301885962486267,-0.6129785776138306,0.2061442732810974,-0.0693749338388443,-1.2750529050827026,-0.11109492182731628,0.19020208716392517,-0.06217046082019806,-0.2884059250354767,79.0
-0.8612878322601318,-1.679638147354126,-1.4872997999191284,1.5833414793014526,-0.3426765501499176,-0.6023184657096863,0.2050485610961914,-0.06738592684268951,-1.2752726078033447,-0.12367139756679535,0.19170665740966797,-0.06700986623764038,-0.3094325661659241,80.0
-0.8454543948173523,-1.6830649375915527,-1.4933229684829712,1.5963903665542603,-0.3422022759914398,-0.5914125442504883,0.2038297802209854,-0.06537257879972458,-1.2755389213562012,-0.1287548542022705,0.1939607858657837,-0.07180573046207428,-0.281838595867157,81.0
-0.8294904828071594,-1.6864869594573975,-1.499237060546875,1.6092973947525024,-0.3416008949279785,-0.5809140205383301,0.20256257057189941,-0.06332777440547943,-1.2758501768112183,-0.14740239083766937,0.19560223817825317,-0.0765584409236908,-0.20763924717903137,82.0
-0.8133975267410278,-1.6899030208587646,-1.5050462484359741,1.6221917867660522,-0.34087157249450684,-0.5714487433433533,0.20111115276813507,-0.06125772371888161,-1.2762073278427124,-0.1611691564321518,0.19679754972457886,-0.08126838505268097,-0.3464003801345825,83.0
-0.7971755862236023,-1.6933116912841797,-1.51076078414917,1.634443759918213,-0.34001708030700684,-0.5601585507392883,0.1995241940021515,-0.05916707217693329,-1.276611328125,-0.167334645986557,0.19766797125339508,-0.08593595027923584,-0.46198445558547974,84.0
-0.7808311581611633,-1.6967118978500366,-1.5163624286651611,1.6461155414581299,-0.33904510736465454,-0.5473540425300598,0.19787754118442535,-0.05705928057432175,-1.2770626544952393,-0.1639963537454605,0.19830182194709778,-0.09056151658296585,-0.36397916078567505,85.0
-0.7643700242042542,-1.7001023292541504,-1.5218359231948853,1.6578090190887451,-0.33795130252838135,-0.5359049439430237,0.1962660253047943,-0.05493692681193352,-1.2775615453720093,-0.17341986298561096,0.1987633854150772,-0.09514546394348145,-0.4522269666194916,86.0
-0.7477919459342957,-1.7034817934036255,-1.5271949768066406,1.6690049171447754,-0.33674296736717224,-0.5233058333396912,0.19456182420253754,-0.052801910787820816,-1.27810800075531,-0.18037688732147217,0.19909949600696564,-0.09968815743923187,-0.5401164889335632,87.0
-0.7311018705368042,-1.706849217414856,-1.5324280261993408,1.6797024011611938,-0.3354257643222809,-0.5095605254173279,0.19278940558433533,-0.05065574869513512,-1.2787020206451416,-0.1855129897594452,0.19934424757957458,-0.10418997704982758,-0.5365282297134399,88.0
-0.7143048644065857,-1.7102035284042358,-1.537523627281189,1.6901506185531616,-0.3339952528476715,-0.4958990514278412,0.19096675515174866,-0.048499614000320435,-1.2793434858322144,-0.18517088890075684,0.1995224803686142,-0.1086512953042984,-0.5440303087234497,89.0
-0.6974033713340759,-1.7135435342788696,-1.542482614517212,1.7003164291381836,-0.3324539363384247,-0.48217150568962097,0.1891484409570694,-0.04633443057537079,-1.2800323963165283,-0.18905222415924072,0.1996522694826126,-0.113072469830513,-0.5526107549667358,90.0
-0.6804001927375793,-1.7168680429458618,-1.5473042726516724,1.710198998451233,-0.33080220222473145,-0.468362033367157,0.18729200959205627,-0.04416091367602348,-1.2807683944702148,-0.19191767275333405,0.19974678754806519,-0.11745385825634003,-0.6317281126976013,91.0
-0.6632981896400452,-1.720176100730896,-1.551987886428833,1.7196120023727417,-0.32905271649360657,-0.45351892709732056,0.1854073852300644,-0.041979677975177765,-1.2815512418746948,-0.19403311610221863,0.19981561601161957,-0.12179582566022873,-0.6797510981559753,92.0
-0.6461020708084106,-1.7234666347503662,-1.556523084640503,1.728639841079712,-0.3272036612033844,-0.4380596876144409,0.18350186944007874,-0.03979124128818512,-1.2823807001113892,-0.188163161277771,0.19986572861671448,-0.12609872221946716,-0.7037494778633118,93.0
-0.6288156509399414,-1.726738691329956,-1.5609036684036255,1.7373466491699219,-0.3252527117729187,-0.42230692505836487,0.18165507912635803,-0.037596043199300766,-1.2832565307617188,-0.17571255564689636,0.1999022215604782,-0.13036289811134338,-0.5962546467781067,94.0
-0.6114422082901001,-1.7299911975860596,-1.5651267766952515,1.7460719347000122,-0.32317090034484863,-0.4080335795879364,0.1799325942993164,-0.03539440408349037,-1.2841782569885254,-0.16808158159255981,0.19992879033088684,-0.13458870351314545,-0.4841129183769226,95.0
-0.5939815044403076,-1.7332229614257812,-1.5692070722579956,1.754832148551941,-0.3209500312805176,-0.39530134201049805,0.17828600108623505,-0.03318652883172035,-1.2851451635360718,-0.17643582820892334,0.19994814693927765,-0.138776496052742,-0.5322892665863037,96.0
-0.5764331817626953,-1.736432433128357,-1.5731600522994995,1.7632333040237427,-0.31862491369247437,-0.38194388151168823,0.17655521631240845,-0.03097262978553772,-1.2861568927764893,-0.16590110957622528,0.19996224343776703,-0.14292660355567932,-0.615000307559967,97.0
-0.5588008761405945,-1.7396186590194702,-1.5769795179367065,1.7711886167526245,-0.31620916724205017,-0.36749371886253357,0.1749289184808731,-0.02875305712223053,-1.2872132062911987,-0.170270174741745,0.1999725103378296,-0.14703936874866486,-0.6262838244438171,98.0
-0.5410889983177185,-1.7427808046340942,-1.580654501914978,1.7788846492767334,-0.31368252635002136,-0.3529137074947357,0.17325785756111145,-0.026527944952249527,-1.288313627243042,-0.17704316973686218,0.1999799758195877,-0.15111511945724487,-0.5424640774726868,99.0
-0.5233001708984375,-1.7459176778793335,-1.584183692932129,1.7865453958511353,-0.31101667881011963,-0.33948925137519836,0.1715177744626999,-0.024297574535012245,-1.2894577980041504,-0.18305183947086334,0.19998541474342346,-0.15515419840812683,-0.37638044357299805,100.0
-0.5054346919059753,-1.7490278482437134,-1.587578535079956,1.7943542003631592,-0.3081825077533722,-0.32833364605903625,0.16971611976623535,-0.02206224948167801,-1.2906455993652344,-0.18023380637168884,0.19998937845230103,-0.159156933426857,-0.48666277527809143,101.0
-0.4874911606311798,-1.7521096467971802,-1.5908619165420532,1.8016579151153564,-0.3052730858325958,-0.31570786237716675,0.16794094443321228,-0.019822267815470695,-1.2918767929077148,-0.17495182156562805,0.19999226927757263,-0.16312365233898163,-0.3944621980190277,102.0
-0.46947458386421204,-1.7551623582839966,-1.5940189361572266,1.8089289665222168,-0.30221638083457947,-0.30435073375701904,0.1662166863679886,-0.017577815800905228,-1.2931510210037231,-0.18067921698093414,0.19360537827014923,-0.167054682970047,-0.3380779027938843,103.0
-0.4513852894306183,-1.758184552192688,-1.5970624685287476,1.8160868883132935,-0.2990216314792633,-0.29377663135528564,0.16443322598934174,-0.015392049215734005,-1.294478416442871,-0.18476884067058563,0.19534343481063843,-0.17095033824443817,-0.1866486668586731,104.0
-0.4332244098186493,-1.7611747980117798,-1.600000262260437,1.8233370780944824,-0.29565441608428955,-0.2852731943130493,0.16260658204555511,-0.013185130432248116,-1.2958452701568604,-0.18875540792942047,0.19660909473896027,-0.17481094598770142,-0.16441398859024048,105.0
-0.4149910509586334,-1.7641313076019287,-1.6028529405593872,1.8303847312927246,-0.29216429591178894,-0.27709028124809265,0.16073757410049438,-0.010961972177028656,-1.2972521781921387,-0.18071161210536957,0.19753074645996094,-0.1786368042230606,-0.08708951622247696,106.0
-0.39668720960617065,-1.7670530080795288,-1.6056238412857056,1.8373445272445679,-0.2885254919528961,-0.2699741721153259,0.15894632041454315,-0.008726226165890694,-1.2986994981765747,-0.18576011061668396,0.19820189476013184,-0.182428240776062,-0.24853071570396423,107.0
