timeTick, roll, pitch, yaw, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, otX0, otY0, otZ0, otRoll0, otPitch0, otYaw0, cmdThrust, cmdRoll, cmdPitch, cmdYaw, actThrust, rRoll, rPitch, rYaw, accx, accy, accz, gyrox, gyroy, gyroz
186700, 0.12672151625156403, 0.0017568726325407624, -0.03607326000928879, 0, 0, 0, 0, 0, 0, -2.947542190551758, -3.0615592002868652, 0.013516745530068874, 6.846588003564004, -0.5098166120684766, 3.4076128737005855, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
186710, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, -2.946631669998169, -3.060241222381592, 0.010558287613093853, 0.6265987587958369, -3.55512895941564, 2.0769424287356086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
186720, -0.00018492649542167783, -0.0006802298594266176, 0.0002433035842841491, 9.50492619722354e-07, -4.035091478726827e-06, 3.975583240389824e-08, 0.0003168360854033381, -0.0013450264232233167, 1.3252811186248437e-05, -2.9468209743499756, -3.0603795051574707, 0.009976934641599655, 3.4035210566406637, 1.6600855311504574, 2.4950716085740656, 0, 0, 0, 0, 0, 0, 0, 0, 0.006215183064341545, -0.021963419392704964, 1.0013530254364014, 0, 0, 0
186730, 9.79536198428832e-05, -0.0005742139182984829, -4.716283729067072e-05, 7.160189852584153e-06, -2.8275171644054353e-05, 6.437767297029495e-07, 0.0009250923758372664, -0.003502993145957589, 0.000107944717456121, -2.947849750518799, -3.0609285831451416, 0.014534584246575832, 5.32237723820513, -1.8493872885997007, 2.714513238822012, 0, 0, 0, 0, 0, 0, 0, 0, 0.007074786350131035, -0.02221529930830002, 1.0009424686431885, 0, 0, 0
186740, 0.0005886451690457761, -0.0006823185249231756, -0.00019442364282440394, 1.9765011529671028e-05, -7.4326220783405e-05, 2.3141037672758102e-06, 0.0015958665171638131, -0.005707219708710909, 0.0002264986396767199, -2.947845697402954, -3.0609617233276367, 0.014592553488910198, 5.373714976001045, -1.801864283985168, 2.73358729133301, 0, 0, 0, 0, 0, 0, 0, 0, 0.005192141514271498, -0.023960081860423088, 1.0044987201690674, 0.00440666638314724, -0.19341279566287994, 0.09457048773765564
186750, 0.002011447213590145, 7.092505256878212e-05, 0.0008707053493708372, 3.8125224818941206e-05, -0.0001432059652870521, 6.492366082966328e-06, 0.0020762153435498476, -0.008068729192018509, 0.0006094987620599568, -2.947835922241211, -3.0609395503997803, 0.014549827203154564, 5.330239745568129, -1.8989307687963901, 2.7196416161285235, 0, 0, 0, 0, 0, 0, 0, 0, 0.0023587329778820276, -0.024253232404589653, 1.0015267133712769, 0.06932374835014343, -0.10765619575977325, -0.1187882274389267
186760, 0.0018387234304100275, -0.00038504376425407827, -0.00010900181223405525, 6.01898500462994e-05, -0.00023556596715934575, 1.3434852007776499e-05, 0.0023366715759038925, -0.01040327362716198, 0.0007794014527462423, -2.9478416442871094, -3.0609612464904785, 0.014599431306123734, 5.336333252687986, -1.8019750706668844, 2.7257622308687077, 0, 0, 0, 0, 0, 0, 0, 0, 0.00325002521276474, -0.021958909928798676, 1.0004191398620605, 0.18122325837612152, 0.17122800648212433, 0.12447498738765717
186770, 0.002639774465933442, 0.0008969712071120739, 0.0001750145893311128, 8.521691779606044e-05, -0.00035043846582993865, 2.1443120203912258e-05, 0.002668751170858741, -0.012571227736771107, 0.0008226424106396735, -2.9475138187408447, -3.061601400375366, 0.013487874530255795, 6.973594246467596, -0.5083823080251761, 3.4284206557847887, 0, 0, 0, 0, 0, 0, 0, 0, 0.005486011039465666, -0.02340681292116642, 1.0011593103408813, -0.09990055859088898, -0.035220708698034286, -0.004702090285718441
186780, 0.0036901882849633694, -0.0007698216359131038, 0.0004995784838683903, 0.00011455863568698987, -0.0004876974562648684, 3.0186609365046024e-05, 0.0031996082980185747, -0.014880568720400333, 0.0009263942483812571, -2.94830322265625, -3.060795545578003, 0.01617676205933094, 2.635200103729484, 2.599303249123693, 2.6252512932080463, 0, 0, 0, 0, 0, 0, 0, 0, 0.0044723255559802055, -0.023857340216636658, 1.0006554126739502, 0.029356785118579865, 0.10576711595058441, -0.09508466720581055
186790, 0.0033223889768123627, -0.001278017763979733, 0.0012725947890430689, 0.00014875299530103803, -0.0006482403841800988, 3.98593838326633e-05, 0.0036392968613654375, -0.017228007316589355, 0.0010085682151839137, -2.9475173950195312, -3.0616116523742676, 0.013515699654817581, 7.000058075359851, -0.541541494993254, 3.442735298893025, 0, 0, 0, 0, 0, 0, 0, 0, 0.005050507839769125, -0.02459016814827919, 1.0005367994308472, 0.01725703664124012, -0.02963351644575596, 0.1152796670794487
186800, 0.002383152022957802, -0.002410693559795618, 0.0009069379884749651, 0.0001876824244391173, -0.0008326219976879656, 5.008711013942957e-05, 0.004146573133766651, -0.019648322835564613, 0.0010373988188803196, -2.948280096054077, -3.0607821941375732, 0.016153868287801743, 2.5817878199362734, 2.607500482620992, 2.6349684038053476, 0, 0, 0, 0, 0, 0, 0, 0, 0.006598345935344696, -0.02392992191016674, 0.998812198638916, 0.04268142208456993, 0.37700924277305603, -0.023539112880825996
