timeTick, n_in0, n_in1, n_in2, n_in3, n_in4, n_in5, n_in6, n_in7, n_in8, n_in9, n_in10, n_in11, n_in12, n_out0, n_out1, n_out2, n_out3, otX0, otY0, otZ0, otRoll0, otPitch0, otYaw0
55435, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11154734343290329, 0.10018368810415268, 0.033460553735494614, -0.2753234091930082, -0.94952671963037, 0.4953210971024488
55445, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11161590367555618, 0.1003776341676712, 0.03345704451203346, -0.28405252333537384, -1.0020498572081635, 0.7058893650513974
55495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11161705106496811, 0.10035951435565948, 0.033473845571279526, -0.2774600047943711, -0.9326951380501214, 0.7137752201801552
55505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11156897246837616, 0.1002870574593544, 0.033530935645103455, -0.33640454186296204, -0.798295439245976, 0.5961686484679621
55605, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11156080663204193, 0.10029873251914978, 0.03352019935846329, -0.3460198566672981, -0.7959711649809833, 0.6078280698464622
55705, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11156933009624481, 0.10028085112571716, 0.033580563962459564, -0.29909569899905053, -0.7680751604633258, 0.5994209100336853
55725, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11162050068378448, 0.10035291314125061, 0.033470068126916885, -0.2898532170610043, -0.9647190323823622, 0.7164522709330737
55885, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11162488162517548, 0.10037292540073395, 0.033458124846220016, -0.2762819149201459, -1.0006048141814858, 0.6956579567071888
55935, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11157318204641342, 0.10028470307588577, 0.03352067992091179, -0.3575667093748657, -0.8205434352256304, 0.5913668416727473
56135, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1116388589143753, 0.10036417841911316, 0.03345061093568802, -0.27993677746599244, -0.9833014118282222, 0.7089289205764717
56475, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11156754940748215, 0.10028895735740662, 0.03355120122432709, -0.3416826561068414, -0.83714922207173, 0.5936870114004889
56535, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11162013560533524, 0.100369893014431, 0.033462461084127426, -0.2950707386859615, -0.9562537535218212, 0.6982438579480537
56555, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11163119971752167, 0.10034569352865219, 0.033366184681653976, -0.1702535569707421, -0.8824119483037691, 0.7029884255214413
56615, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11156314611434937, 0.10028836876153946, 0.03355955332517624, -0.32785891107068355, -0.7619170646840416, 0.605040829677987
56795, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11154419183731079, 0.10018187761306763, 0.03350989148020744, -0.2419716349485942, -0.9144571030819577, 0.4960727807063686
56925, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11163671314716339, 0.1003451868891716, 0.03348269313573837, -0.24190910311756947, -0.9141459193527623, 0.6957589776789828
57085, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11161753535270691, 0.10037147998809814, 0.033521756529808044, -0.2410886231293032, -0.968337364632049, 0.7213987214290972
57155, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11155901104211807, 0.10017075389623642, 0.033507876098155975, -0.2566754785220444, -0.925452159197846, 0.4963781677663452
57245, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11164374649524689, 0.10036676377058029, 0.03347000852227211, -0.2736175469900725, -0.993345764084296, 0.7033733508819733
57335, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11155261844396591, 0.10030660033226013, 0.033569395542144775, -0.28999348946246184, -0.7707412267895677, 0.6074382855999952
57425, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11156319826841354, 0.10028386116027832, 0.03356577083468437, -0.3093359071753285, -0.784159011994177, 0.6063954632454285
57485, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11176533252000809, 0.10056822746992111, 0.03376214578747749, -0.2840190715911023, -1.2714213307882574, 0.654930632538204
57595, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11157998442649841, 0.10029523819684982, 0.03359850123524666, -0.3105318785833416, -0.7694189639030924, 0.6020043427894635
57945, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11165879666805267, 0.1003708615899086, 0.03347793221473694, -0.2589314775426996, -0.9689003815485364, 0.704302903788854
57965, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11153347790241241, 0.10016252100467682, 0.03353051841259003, -0.2174975497407048, -0.9373557934238477, 0.49065369915110574
58155, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11164858937263489, 0.10036180913448334, 0.03353951871395111, -0.26370410781342507, -1.0057545357965694, 0.6948003554792247
58295, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11153752356767654, 0.10017086565494537, 0.033485375344753265, -0.260075075419957, -0.913499775464885, 0.49746384871475197
58365, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11163709312677383, 0.1003679633140564, 0.03352408856153488, -0.2561357464046321, -0.969715772142905, 0.7062788266501693
58425, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11148358136415482, 0.1001700684428215, 0.033536966890096664, -0.2803409378395138, -1.0080235505924975, 0.4575671394030526
58455, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11163584142923355, 0.10036126524209976, 0.033503636717796326, -0.24689767936708343, -0.9480856805523104, 0.7102968442936521
