timeTick, n_in0, n_in1, n_in2, n_in3, n_in4, n_in5, n_in6, n_in7, n_in8, n_in9, n_in10, n_in11, n_in12, n_out0, n_out1, n_out2, n_out3, otX0, otY0, otZ0, otRoll0, otPitch0, otYaw0
78015, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11163844913244247, 0.10035917162895203, 0.033447202295064926, -0.28777725347710836, -0.9867602935540845, 0.7153306559393481
78025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11162889003753662, 0.10037701576948166, 0.03347134590148926, -0.27351672232967733, -0.9510544717586242, 0.7004271867783355
78045, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11165928095579147, 0.10035482794046402, 0.03344134986400604, -0.30256474299728103, -0.9904339678133454, 0.6945913971490437
78115, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11163997650146484, 0.10034997016191483, 0.03346087783575058, -0.289955383955515, -0.9990934006544592, 0.7084766313452067
78195, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11164242774248123, 0.10036350041627884, 0.0334758497774601, -0.27073199117681396, -0.9377835800768821, 0.7017794699263447
78205, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11162962764501572, 0.10035819560289383, 0.033470239490270615, -0.27079155565923013, -0.992607607156657, 0.691294608745047
78215, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11163122206926346, 0.10033891350030899, 0.03347148001194, -0.2825810857666886, -0.996544767235747, 0.6966032448419194
78225, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11163456737995148, 0.10037656128406525, 0.03343401476740837, -0.3155153492326335, -0.9983743567948977, 0.7012237975106526
78245, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11162632703781128, 0.10036971420049667, 0.0334327295422554, -0.28701328138510557, -0.9579861424820137, 0.7178215205544037
78255, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11163376271724701, 0.10035086423158646, 0.03343423083424568, -0.3079624293991885, -0.9995364126462505, 0.708535321938041
78295, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11163222789764404, 0.10035132616758347, 0.033481329679489136, -0.2836167467264586, -1.0175479362085014, 0.7062287045847114
78325, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1116727963089943, 0.1002720296382904, 0.03344683349132538, -0.30924375140640453, -0.9796891762006226, 0.6529048692789847
78355, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11163445562124252, 0.10035049915313721, 0.03347686305642128, -0.26600632511937466, -0.9685103294891917, 0.7077018432725395
78375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11162947118282318, 0.10035020112991333, 0.033456847071647644, -0.29180685910406867, -0.9736058844121658, 0.7051948359265731
78385, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11155709624290466, 0.10028930008411407, 0.03352751210331917, -0.334819128191202, -0.7836353521722117, 0.6156051841635077
78405, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11164014041423798, 0.10036223381757736, 0.0334148034453392, -0.29347930023402385, -0.9687304028901451, 0.6971677531651355
78425, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11163906008005142, 0.10036126524209976, 0.033449653536081314, -0.28652877543850336, -1.003387221865097, 0.7049519141634932
78465, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11164088547229767, 0.1003696471452713, 0.03344511240720749, -0.2880280022304103, -0.9647433278239532, 0.7080639975923617
78645, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11163148283958435, 0.10034102946519852, 0.03345802053809166, -0.28984436703806427, -0.9810468657428544, 0.7079340180702934
78805, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11163539439439774, 0.10034593939781189, 0.03344273567199707, -0.26050445600170014, -0.9581132896047109, 0.6991279838961516
78845, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1116236075758934, 0.10034408420324326, 0.033461425453424454, -0.22437173421682552, -0.9956738125915194, 0.7023260857284306
78855, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11162976175546646, 0.10033559799194336, 0.0334358774125576, -0.27517725856096875, -1.0032323619404337, 0.7014944698702386
78885, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11162029951810837, 0.10035640001296997, 0.03342640772461891, -0.2648060262229332, -0.9941650484142883, 0.715184927743617
78915, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11164309084415436, 0.10036002844572067, 0.033428799360990524, -0.31239269101877304, -1.0341668255345837, 0.7047215054327665
78955, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11162431538105011, 0.10036114603281021, 0.033424653112888336, -0.27388651712947165, -0.9690052569837917, 0.7243049978832011
78975, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11162586510181427, 0.10034282505512238, 0.03344179317355156, -0.3078733958164414, -0.9609817704719603, 0.7031844326191533
79005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11165939271450043, 0.10036350041627884, 0.033395882695913315, -0.2978861821479696, -1.0003790778080486, 0.6950377695318596
79025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11163539439439774, 0.10038239508867264, 0.03341544046998024, -0.2839733977313143, -0.9534714917519409, 0.7031376207200875
79035, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11165421456098557, 0.10033594071865082, 0.03341639041900635, -0.30880036383836035, -0.9557866838497091, 0.69323432394442
79155, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11154717206954956, 0.10028548538684845, 0.033521730452775955, -0.31643119291241045, -0.8074548237979116, 0.6085101530376401
79165, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11163048446178436, 0.10035696625709534, 0.03340017795562744, -0.28739501413694213, -0.999208016396949, 0.6982173081816395
79185, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11164208501577377, 0.10034439712762833, 0.03333844244480133, -0.14050743438464947, -0.8739524427760728, 0.6954588411893
79205, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11162061244249344, 0.10036513209342957, 0.03346560150384903, -0.27801601215224275, -0.963292591918389, 0.6993286232837248
79215, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11164005845785141, 0.10035213083028793, 0.03346637636423111, -0.2669555185904206, -0.9296648942808758, 0.6978255990734389
79255, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11163289099931717, 0.10034356266260147, 0.033441975712776184, -0.2813969914431736, -0.9472078206979404, 0.6958907345540362
79275, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11163407564163208, 0.10035472363233566, 0.03344667702913284, -0.32264460933425587, -0.9900289250677474, 0.7006532845721639
79325, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11156021058559418, 0.10030710697174072, 0.03353755176067352, -0.3299654053287883, -0.765291673544283, 0.6020490948378078
79385, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11163739860057831, 0.10035045444965363, 0.03343436121940613, -0.30265470909455355, -0.9865957112562569, 0.7026379726910084
79415, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11154676973819733, 0.10018177330493927, 0.03346506133675575, -0.26059606206589053, -0.9681234727949857, 0.49204282645675174
79475, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11163011193275452, 0.10035848617553711, 0.0334937609732151, -0.27851389647198904, -0.9823347212662839, 0.7116206122925155
79615, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11163564026355743, 0.1003471091389656, 0.0334697850048542, -0.28500153933770217, -0.9755892134712951, 0.6971781956282069
79655, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1117551177740097, 0.10056469589471817, 0.03367619961500168, -0.3467283613973661, -1.3085575887429286, 0.6522572603138848
79685, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11150102317333221, 0.10018759965896606, 0.0334862545132637, -0.19373701284948772, -0.9265571472718932, 0.49786617567727465
79725, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11161932349205017, 0.10036008805036545, 0.03346946835517883, -0.22982280395978405, -0.9594854034596381, 0.7125381422030513
79755, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11163906753063202, 0.10034875571727753, 0.03346869349479675, -0.25254471839961384, -0.9442461142630805, 0.7005657761859846
79835, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11159204691648483, 0.10030832886695862, 0.03350313752889633, -0.32901986699879493, -0.9902940821001494, 0.7118464932742395
79925, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11165165901184082, 0.10034185647964478, 0.033454686403274536, -0.3147719026803083, -1.0192211381607308, 0.7068607642798783
80135, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11162345111370087, 0.10035807639360428, 0.03346667066216469, -0.29698150583715643, -0.9697261626163538, 0.716464556264116
80385, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1116451770067215, 0.10036315768957138, 0.03345935046672821, -0.2741564039529733, -0.9799074921191959, 0.6989281275643184
80395, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11162757873535156, 0.10035640746355057, 0.033468667417764664, -0.27013949762724687, -0.9740267351855607, 0.7022494162147646
80405, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1116376742720604, 0.10035621374845505, 0.03347145393490791, -0.2775040997425583, -0.9796381063688386, 0.6999129663476178
80435, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1116412878036499, 0.100357286632061, 0.03345252573490143, -0.3015360731421822, -0.9619217439247336, 0.7157508013234761
80465, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11162771284580231, 0.10036808997392654, 0.03343977406620979, -0.26547383523694895, -0.9861462117640087, 0.7041761722307258
80535, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11165358126163483, 0.10034503042697906, 0.03342702239751816, -0.31382660612047125, -0.9761238209202645, 0.7007220788765559
80545, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11163866519927979, 0.10035860538482666, 0.03342510387301445, -0.3096585588568249, -0.997392181492728, 0.7056509928495343
80555, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11155511438846588, 0.10029895603656769, 0.03350986912846565, -0.39053575245642824, -0.8578352933619726, 0.6077271240187003
80625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11155758798122406, 0.10028459131717682, 0.03354523330926895, -0.3431535330878931, -0.79406872662247, 0.5995156993786535
80695, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.111529640853405, 0.10028593987226486, 0.03351650759577751, -0.3335555208702984, -0.7693163579058364, 0.6092200642968258
80735, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1116366758942604, 0.1003488078713417, 0.033455848693847656, -0.2791874632883534, -0.9939104407571904, 0.7030546836810487
80885, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11154782772064209, 0.10017043352127075, 0.03343198820948601, -0.264009466740687, -0.9533184137889634, 0.4917968729575795
81035, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11154008656740189, 0.10018254071474075, 0.033423323184251785, -0.2848114585254072, -0.9623717065071276, 0.5070263834925619
81085, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11162953078746796, 0.10035485774278641, 0.03344155102968216, -0.25121019143551054, -0.9365987614019673, 0.7187212745549979
81105, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11163982003927231, 0.10037512332201004, 0.03344148024916649, -0.3153284533836472, -0.9801917808144083, 0.7084541757132644
81125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11165378987789154, 0.1003609225153923, 0.03345564752817154, -0.2589571697315556, -0.9732530374060104, 0.7120296231385985
81135, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11164601892232895, 0.10035640001296997, 0.03342120721936226, -0.29577551240661715, -1.0191771210620288, 0.7111544577550541
81185, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11163567006587982, 0.10037065297365189, 0.03339448943734169, -0.28767817317343425, -0.9525394050129137, 0.7100840947924313
81265, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11163821071386337, 0.1003306433558464, 0.03333701565861702, -0.1749602877496915, -0.8846445798982643, 0.7337758785732708
81275, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11163128912448883, 0.10034863650798798, 0.03340110182762146, -0.3138110662850292, -0.984133140099658, 0.698626382539818
81305, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.111538827419281, 0.10015358030796051, 0.03342702239751816, -0.28155212543680136, -0.940991004285479, 0.5024023823471497
81325, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11157574504613876, 0.10020481795072556, 0.03350788354873657, -0.3299567550472445, -0.7876701031677271, 0.5608193512515767
81335, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11155929416418076, 0.10029961913824081, 0.03353370726108551, -0.3381507954635643, -0.7721487666004805, 0.6210748275870519
81355, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11158853769302368, 0.10020885616540909, 0.0334838405251503, -0.33567478913660737, -0.8177719765619145, 0.5487996222336077
81365, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11165028810501099, 0.10036395490169525, 0.033428095281124115, -0.3098032627347671, -0.9954829841006756, 0.7097473010442127
81375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11163754761219025, 0.10034116357564926, 0.03346157819032669, -0.29752837681819394, -0.9700250602416816, 0.7033617382144988
81475, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11164163798093796, 0.10034637153148651, 0.03344147279858589, -0.30826781091493666, -0.9613396128164311, 0.7059532427583405
81515, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11164410412311554, 0.10035694390535355, 0.03340088948607445, -0.28337196624076266, -1.067919333956155, 0.7060196644618721
81565, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11164356768131256, 0.10036735981702805, 0.03343760222196579, -0.2748812111244477, -0.9647349253428388, 0.711558282933665
81625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1116504818201065, 0.10035557299852371, 0.033407311886548996, -0.3135196059823037, -0.9961371281990807, 0.7122460604208455
81685, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11164434999227524, 0.10035505890846252, 0.03344320133328438, -0.26910002672532624, -1.0037467545738537, 0.7027756801497906
81785, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11164096742868423, 0.10036303848028183, 0.03342464566230774, -0.29062693701478565, -0.9770686100313242, 0.7021342874850176
81805, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11162860691547394, 0.10036484152078629, 0.033472515642642975, -0.2751301148786425, -0.9971231079494771, 0.7083026007571781
81875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11153266578912735, 0.10016530007123947, 0.033452846109867096, -0.2775744227010312, -0.9578421562661674, 0.49214005898175717
82025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11164408922195435, 0.1003742441534996, 0.03346223756670952, -0.29150902909235643, -1.0122478750296295, 0.6962979355842583
82055, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11164142936468124, 0.10035001486539841, 0.03340207040309906, -0.31034220296910403, -0.9452134926555402, 0.6998552397417434
82115, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11154073476791382, 0.1001642644405365, 0.033444639295339584, -0.2712033887258263, -0.9381751543400867, 0.4965127018302531
82135, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1116352453827858, 0.10033633559942245, 0.033442672342061996, -0.3022720928344461, -0.935675945931763, 0.6944113543006674
82265, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11163733154535294, 0.10035239160060883, 0.03346741944551468, -0.26524026902187, -0.9269833630146991, 0.696179721343972
82395, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11165035516023636, 0.10035032778978348, 0.03345240280032158, -0.28319998071667296, -0.9720831708698938, 0.712298366653046
82535, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11160110682249069, 0.10022111982107162, 0.03354499489068985, -0.36714740590563905, -0.7886960207174809, 0.5640088825640551
82575, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11155453324317932, 0.10028424859046936, 0.03359052166342735, -0.34235184968400684, -0.8012285018058094, 0.6085238662570466
82595, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11154568940401077, 0.10015057027339935, 0.03347514197230339, -0.24287891705060513, -0.9303055026109064, 0.4951976775725681
82605, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11165230721235275, 0.10037869215011597, 0.03349698334932327, -0.2344435784075094, -0.9708975331037948, 0.6915943224869833
82645, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11164258420467377, 0.10034259408712387, 0.033473748713731766, -0.27849595222669665, -0.9985594662476274, 0.6990604358139524
